"","charMA.DRUGBANK_ID","charMA.DRUG_GROUPS","charMA.GENERIC_NAME"
"CMP2941","DB03833","experimental","2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole"
"CMP2942","DB03834","experimental","(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine"
"CMP2943","DB03835","experimental","N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide"
"CMP2944","DB03836","experimental","1,3,5-trichlorobenzene"
"CMP2945","DB03837","experimental","Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide"
"CMP2946","DB03839","experimental","D-Tyrosine"
"CMP2947","DB03841","experimental","Niraxostat"
"CMP2948","DB03842","experimental","2-Chloro-6-Methyl-Aniline"
"CMP2949","DB03843","approved; vet_approved","Formaldehyde"
"CMP2950","DB03844","experimental","N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide"
"CMP2951","DB03846","experimental","2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate)"
"CMP2952","DB03847","experimental","gamma-carboxy-L-glutamic acid"
"CMP2953","DB03848","experimental","Benzenesulfinic acid"
"CMP2954","DB03851","experimental","Carbazole Butanoic Acid"
"CMP2955","DB03854","experimental","Cadaverine"
"CMP2956","DB03856","experimental; investigational","L-Eflornithine"
"CMP2957","DB03857","experimental","1,4-dithio-beta-D-glucopyranose"
"CMP2958","DB03858","experimental","S-Acetonylcysteine"
"CMP2959","DB03859","experimental","1-thio-beta-D-glucopyranose"
"CMP2960","DB03860","experimental","ICI-164384"
"CMP2961","DB03861","experimental","(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine"
"CMP2962","DB03862","experimental","Tetrahydrooxazine"
"CMP2963","DB03863","experimental","2-O-Methyl-beta-L-fucopyranose"
"CMP2964","DB03864","experimental","Monothioglycerol"
"CMP2965","DB03865","experimental","6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine"
"CMP2966","DB03866","experimental","Prostaglandin G2"
"CMP2967","DB03867","experimental","3-nitro-L-tyrosine"
"CMP2968","DB03868","experimental","3-Dehydroquinic Acid"
"CMP2969","DB03869","experimental","5'-O-(L-Serylsulfamoyl)adenosine"
"CMP2970","DB03870","experimental","Ara-Alpha(1,3)-Xyl"
"CMP2971","DB03872","experimental","2,3-Dideoxyfucose"
"CMP2972","DB03876","experimental","Thieno[2,3-B]Pyridine-2-Carboxamidine"
"CMP2973","DB03877","experimental","AL-4623"
"CMP2974","DB03878","experimental","N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide"
"CMP2975","DB03879","experimental","alpha-L-methyl-fucose"
"CMP2976","DB03880","experimental","Batimastat"
"CMP2977","DB03881","experimental","(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium"
"CMP2978","DB03882","experimental","5-Alpha-Androstane-3-Beta,17beta-Diol"
"CMP2979","DB03883","experimental","Carboxyethyllumazine"
"CMP2980","DB03884","experimental","Phenylpyruvic acid"
"CMP2981","DB03885","experimental","L-gamma-glutamyl-S-(naphthalen-1-ylmethyl)-L-cysteinylglycine"
"CMP2982","DB03886","experimental","Biopterin"
"CMP2983","DB03887","experimental","Alpha-Adenosine Monophosphate"
"CMP2984","DB03888","experimental","N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine"
"CMP2985","DB03889","experimental","S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione"
"CMP2986","DB03890","experimental","N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide"
"CMP2987","DB03892","experimental","5-N-Allyl-arginine"
"CMP2988","DB03893","experimental","Thionicotinamide-Adenine-Dinucleotide"
"CMP2989","DB03894","experimental","N-Propargyl-1(S)-Aminoindan"
"CMP2990","DB03895","experimental","Malachite Green"
"CMP2991","DB03896","experimental","Triphosphoric acid"
"CMP2992","DB03897","experimental","Phloretic acid"
"CMP2993","DB03898","experimental","3-Chloro-4-Hydroxyphenylglycine"
"CMP2994","DB03899","experimental","9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine"
"CMP2995","DB03900","experimental","tert-butanol"
"CMP2996","DB03901","experimental","5-Oxoprolinal"
"CMP2997","DB03902","experimental","Oxalic Acid"
"CMP2998","DB03903","experimental","Tmr"
"CMP2999","DB03904","approved; investigational","Urea"
"CMP3000","DB03907","experimental","N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide"
"CMP3001","DB03909","experimental","Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
"CMP3002","DB03910","experimental","S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
"CMP3003","DB03911","experimental","L-Xylopyranose"
"CMP3004","DB03912","experimental","D-pantetheine 4'-phosphate"
"CMP3005","DB03915","experimental","2-Amino-3-Ketobutyric Acid"
"CMP3006","DB03916","experimental","4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine"
"CMP3007","DB03917","experimental","N-Ethylretinamide"
"CMP3008","DB03918","experimental","6S-5,6,7,8-Tetrahydrobiopterin"
"CMP3009","DB03919","experimental","Ethyl-Carbamic Acid Methyl Ester"
"CMP3010","DB03920","experimental","N-Methyl-Alpha-Beta-Dehydroalanine"
"CMP3011","DB03921","experimental","4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline"
"CMP3012","DB03924","experimental","5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone"
"CMP3013","DB03925","experimental; investigational","Freselestat"
"CMP3014","DB03926","experimental","5alpha-androstane-3beta,17alpha-diol"
"CMP3015","DB03927","experimental","Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanine"
"CMP3016","DB03928","experimental","Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol"
"CMP3017","DB03929","approved; experimental","D-Serine"
"CMP3018","DB03930","experimental","4-Methyl-Pyrroline-5-Carboxylic Acid"
"CMP3019","DB03932","experimental","LFA703"
"CMP3020","DB03935","experimental","1,4-Dideoxy-O2-Sulfo-Glucuronic Acid"
"CMP3021","DB03936","experimental","1-Deoxy-Ribofuranose-5'-Phosphate"
"CMP3022","DB03937","experimental","D-erythrose 4-phosphate"
"CMP3023","DB03938","experimental","Deacetoxycephalosporin C"
"CMP3024","DB03939","experimental","(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone"
"CMP3025","DB03940","experimental","Oxamic Acid"
"CMP3026","DB03941","experimental","p-Heptylphenol"
"CMP3027","DB03942","experimental","Carboxylic PRPP"
"CMP3028","DB03943","experimental","D-Asparagine"
"CMP3029","DB03944","experimental","5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One"
"CMP3030","DB03945","experimental","N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium"
"CMP3031","DB03946","experimental","3,4-Dihydroxybenzoic Acid"
"CMP3032","DB03947","experimental","D-Xylulose"
"CMP3033","DB03949","experimental","N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine"
"CMP3034","DB03950","experimental","(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide"
"CMP3035","DB03951","experimental","N-acetyl-D-glucosamine-6-phosphate"
"CMP3036","DB03952","experimental","9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine"
"CMP3037","DB03953","experimental","Thiocitrulline"
"CMP3038","DB03955","experimental","1-deoxymannojirimycin"
"CMP3039","DB03956","experimental","Inositol 2,4,5-trisphosphate"
"CMP3040","DB03957","experimental","SP2456"
"CMP3041","DB03959","experimental","N,O6-Disulfo-Glucosamine"
"CMP3042","DB03961","experimental","2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate"
"CMP3043","DB03962","experimental","Nicotinamide 8-bromo-adenine dinucleotide phosphate"
"CMP3044","DB03964","experimental","4-Hydroxy-Aconitate Ion"
"CMP3045","DB03966","experimental","Clorobiocin"
"CMP3046","DB03967","experimental","Dodecyl sulfate"
"CMP3047","DB03968","experimental","1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine"
"CMP3048","DB03970","experimental","(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"
"CMP3049","DB03973","experimental","3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate"
"CMP3050","DB03974","experimental","L-homoarginine"
"CMP3051","DB03976","experimental","Phosphorylisopropane"
"CMP3052","DB03977","experimental","Trimethyllysine"
"CMP3053","DB03978","experimental","Tyrosinal"
"CMP3054","DB03980","experimental","4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole"
"CMP3055","DB03981","experimental","1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"
"CMP3056","DB03982","experimental","Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid"
"CMP3057","DB03984","experimental","Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide"
"CMP3058","DB03985","experimental","R-azabisabolene"
"CMP3059","DB03986","experimental","6-methyl-formycin A"
"CMP3060","DB03987","experimental","2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"
"CMP3061","DB03988","experimental","2,6-Diamino-Hexanoic Acid Amide"
"CMP3062","DB03989","experimental","D-Allopyranose"
"CMP3063","DB03991","experimental","2-deoxy-2,3-dehydro-N-acetylneuraminic acid"
"CMP3064","DB03992","experimental","3-(Benzoylamino)-L-Alanine"
"CMP3065","DB03993","experimental","Isocaproic acid"
"CMP3066","DB03994","experimental","Ethanolamine"
"CMP3067","DB03996","experimental","3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol"
"CMP3068","DB03997","experimental","L-histidinol phosphate"
"CMP3069","DB03999","experimental","Butylphosphonate"
"CMP3070","DB04000","experimental","Bromo-Willardiine"
"CMP3071","DB04001","experimental","6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid"
"CMP3072","DB04002","experimental","4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide"
"CMP3073","DB04004","experimental","2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One"
"CMP3074","DB04005","experimental; investigational","Uridine 5'-triphosphate"
"CMP3075","DB04006","experimental","[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone"
"CMP3076","DB04007","experimental","Bromo-WR99210"
"CMP3077","DB04010","experimental","2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide"
"CMP3078","DB04011","experimental","2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole"
"CMP3079","DB04012","experimental","(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine"
"CMP3080","DB04013","experimental","1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide"
"CMP3081","DB04014","experimental","Alsterpaullone"
"CMP3082","DB04015","experimental","Methionine Phosphinate"
"CMP3083","DB04016","experimental","2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid"
"CMP3084","DB04017","experimental","Clorgiline"
"CMP3085","DB04018","experimental","S-Isopropyl-Isothiourea"
"CMP3086","DB04020","experimental","4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol"
"CMP3087","DB04021","experimental","MF268"
"CMP3088","DB04022","experimental","Guanosine tetraphosphate"
"CMP3089","DB04023","experimental","GDP-alpha-D-mannuronic acid"
"CMP3090","DB04024","experimental","Serine-3'-aminoadenosine"
"CMP3091","DB04027","experimental","D-arginine"
"CMP3092","DB04028","experimental","Tyvelose"
"CMP3093","DB04029","experimental","Phenylalanylamide"
"CMP3094","DB04030","experimental","1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole"
"CMP3095","DB04033","experimental","Z-Ala Prolinal"
"CMP3096","DB04034","experimental","Ribulose-5-Phosphate"
"CMP3097","DB04037","experimental","N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine"
"CMP3098","DB04038","approved; experimental","Ergosterol"
"CMP3099","DB04039","experimental","3-Oxo-Pentadecanoic Acid"
"CMP3100","DB04040","experimental","N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide"
"CMP3101","DB04042","experimental","2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol"
"CMP3102","DB04044","experimental","4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid"
"CMP3103","DB04046","experimental","Methyl beta-galactoside"
"CMP3104","DB04047","experimental","6-hydroxymethylpterin diphosphate"
"CMP3105","DB04048","experimental","N-Carbamoyl-Alanine"
"CMP3106","DB04050","experimental","N-Propyl Isocyanide"
"CMP3107","DB04051","experimental","5-phenylpentanoic acid"
"CMP3108","DB04052","experimental","3,4-Xylenol"
"CMP3109","DB04053","experimental","Hypophosphite"
"CMP3110","DB04054","experimental","9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine"
"CMP3111","DB04055","experimental","2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium"
"CMP3112","DB04058","experimental","N-Carbamoylphenylalanine"
"CMP3113","DB04059","experimental","8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide"
"CMP3114","DB04060","experimental","(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate"
"CMP3115","DB04061","experimental","Alpha-Amino-2-Indanacetic Acid"
"CMP3116","DB04062","experimental","beta-D-fucose"
"CMP3117","DB04063","experimental","alpha-Methylleucine"
"CMP3118","DB04064","experimental","Nogalaviketone"
"CMP3119","DB04065","experimental","N-Cyclopentyl-N-Cyclobutylformamide"
"CMP3120","DB04066","experimental","p-Coumaric acid"
"CMP3121","DB04068","experimental","2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate"
"CMP3122","DB04069","experimental","5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine"
"CMP3123","DB04070","experimental","6-Deoxyerythronolide B"
"CMP3124","DB04071","experimental","Cpad"
"CMP3125","DB04072","experimental","Alpha-Methylisocitric Acid"
"CMP3126","DB04073","experimental","N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide"
"CMP3127","DB04074","experimental","alpha-Ketoisovalerate"
"CMP3128","DB04075","experimental","N-Acetyl-L-Glutamate"
"CMP3129","DB04076","experimental","Hypoxanthine"
"CMP3130","DB04079","experimental","Heptane-1,2,3-Triol"
"CMP3131","DB04080","experimental","RU78191"
"CMP3132","DB04081","experimental","(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide"
"CMP3133","DB04082","experimental","Decyloxy-Methanol"
"CMP3134","DB04084","experimental","2-deoxy-2-fluoro-α-D-mannose"
"CMP3135","DB04085","experimental","Bis(N-maleimidomethyl)ether"
"CMP3136","DB04086","experimental","2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside"
"CMP3137","DB04087","experimental","Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate"
"CMP3138","DB04089","experimental","AL5300"
"CMP3139","DB04090","experimental; investigational","RH-1"
"CMP3140","DB04092","experimental","Apstatin"
"CMP3141","DB04093","experimental","Undecanal"
"CMP3142","DB04094","experimental","4-hydroxybutan-2-one"
"CMP3143","DB04095","experimental","9-Deazahypoxanthine"
"CMP3144","DB04096","experimental","(2R,3R,4R,5R)-4,5-Dihydroxy-2-(hydroxymethyl)-6-oxo-3-piperidinyl beta-D-glucopyranoside"
"CMP3145","DB04097","experimental","Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose"
"CMP3146","DB04098","experimental","Balanol"
"CMP3147","DB04099","experimental","Deamido-Nad+"
"CMP3148","DB04101","experimental","N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide"
"CMP3149","DB04102","experimental","2-Amino-Adenosine"
"CMP3150","DB04103","experimental","3-Methylcytosine"
"CMP3151","DB04104","experimental","3-Methyladenine"
"CMP3152","DB04105","experimental","N-Heptylformamide"
"CMP3153","DB04106","investigational","Fotemustine"
"CMP3154","DB04107","experimental","[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester"
"CMP3155","DB04108","experimental","(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide"
"CMP3156","DB04110","experimental","2-Nitro-4-cresol"
"CMP3157","DB04113","experimental","N-Formylpiperidine"
"CMP3158","DB04114","experimental","3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine"
"CMP3159","DB04115","approved; investigational","Berberine"
"CMP3160","DB04116","experimental","Allolactose"
"CMP3161","DB04120","experimental","4-Methyl-1,2-Benzenediol"
"CMP3162","DB04121","experimental","Guanosine-3'-monophosphate-5'-diphosphate"
"CMP3163","DB04122","experimental","beta-D-glucose 6-phosphate"
"CMP3164","DB04123","experimental","(P-Iodophenylacetylamino)Methylphosphinic Acid"
"CMP3165","DB04125","experimental","N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine"
"CMP3166","DB04126","experimental","N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane"
"CMP3167","DB04127","experimental","beta-D-arabinofuranose 5-phosphate"
"CMP3168","DB04128","experimental","5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione"
"CMP3169","DB04129","experimental","Willardiine"
"CMP3170","DB04130","experimental","5-Methoxybenzimidazole"
"CMP3171","DB04131","experimental","10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione"
"CMP3172","DB04133","experimental","Degraded Cephaloridine"
"CMP3173","DB04135","experimental","(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone"
"CMP3174","DB04137","experimental","Guanosine-5'-Triphosphate"
"CMP3175","DB04138","experimental","5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide"
"CMP3176","DB04139","experimental","6-Hydroxypropylthymine"
"CMP3177","DB04140","experimental","1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide"
"CMP3178","DB04141","experimental","2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"
"CMP3179","DB04142","experimental","3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide"
"CMP3180","DB04143","experimental","Indole-3-Glycerol Phosphate"
"CMP3181","DB04144","experimental","Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone"
"CMP3182","DB04145","experimental","Nicotinyl alcohol"
"CMP3183","DB04147","experimental","Dodecyldimethylamine N-oxide"
"CMP3184","DB04149","experimental","(R)-Rolipram"
"CMP3185","DB04150","experimental","N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine"
"CMP3186","DB04151","experimental","1-Methylhistidine"
"CMP3187","DB04152","experimental","2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid"
"CMP3188","DB04153","experimental","S-Hydroxymethyl Glutathione"
"CMP3189","DB04154","experimental","N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide"
"CMP3190","DB04155","experimental","2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose"
"CMP3191","DB04157","experimental","N-[(Aminooxy)Carbonyl]Aniline"
"CMP3192","DB04158","experimental","6-(adenosine tetraphosphate-methyl)-7,8-dihydropterin"
"CMP3193","DB04159","experimental","Beta-Hydroxytryptophane"
"CMP3194","DB04160","approved; experimental","Pyrophosphoric acid"
"CMP3195","DB04161","experimental","Propionamide"
"CMP3196","DB04162","experimental","5-Nitro-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione"
"CMP3197","DB04163","experimental","5-Phenylsulfanyl-2,4-Quinazolinediamine"
"CMP3198","DB04164","experimental","1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose"
"CMP3199","DB04165","experimental","Valpromide"
"CMP3200","DB04166","experimental","Anthranilic acid"
"CMP3201","DB04167","experimental","Aceglutamide"
"CMP3202","DB04168","experimental","Bropirimine"
"CMP3203","DB04169","experimental","3,5-Diaminophthalhydrazide"
"CMP3204","DB04170","experimental","4-bromo-3-hydroxy-3-methyl butyl diphosphate"
"CMP3205","DB04171","experimental","D-Isovaline"
"CMP3206","DB04172","experimental","[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine"
"CMP3207","DB04173","approved; experimental","Fructose"
"CMP3208","DB04175","experimental","Mdl-29951"
"CMP3209","DB04176","experimental","Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester"
"CMP3210","DB04177","experimental","Digitoxigenin"
"CMP3211","DB04179","experimental","Benzofuran"
"CMP3212","DB04180","experimental","4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide"
"CMP3213","DB04182","experimental","(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid"
"CMP3214","DB04183","experimental","Methylmalonic Acid"
"CMP3215","DB04185","experimental","Norvaline"
"CMP3216","DB04186","experimental","N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea"
